Sample#,gps_arduino,pps_mirror,gps_rpi,gps_pure,mote,SampleTime,units
102529,11,00,00,00,00,128.50,us
102530,11,01,00,00,00,4.46,us
102531,11,11,00,00,00,27.38,us
102532,11,01,00,00,00,49.79,us
102533,11,01,01,00,00,5.01,us
102534,11,01,11,00,00,69.67,us
102535,11,00,11,00,00,99.69,ms
102536,01,00,11,00,00,40.26,us
102537,00,00,11,00,00,51.02,ms
102538,00,00,11,00,01,81.91,us
102539,00,00,11,00,11,349.08,ms
102540,00,00,10,00,11,4.10,us
102541,00,00,00,00,11,99.83,ms
102542,01,00,00,00,11,24.12,us
102543,11,00,00,00,11,50.97,ms
102544,11,00,00,00,10,78.58,us
102545,11,00,00,00,00,248.87,ms
102546,11,00,00,10,00,32,ns
102547,11,00,00,11,00,100.00,ms
102548,11,00,00,01,00,32,ns
102549,11,00,00,00,00,123.50,us
102550,11,10,00,00,00,10.44,us
102551,11,11,00,00,00,18.71,us
102552,11,01,00,00,00,8.00,us
102553,11,00,00,00,00,55.50,us
102554,11,00,10,00,00,200,ns
102555,11,00,11,00,00,99.80,ms
102556,10,00,11,00,00,24.56,us
102557,00,00,11,00,00,51.00,ms
102558,00,00,11,00,01,95.60,us
102559,00,00,11,00,11,349.07,ms
102560,00,00,10,00,11,3.64,us
102561,00,00,00,00,11,99.80,ms
102562,10,00,00,00,11,30.22,us
102563,11,00,00,00,11,51.01,ms
102564,11,00,00,00,10,81.75,us
102565,11,00,00,00,00,248.85,ms
102566,11,00,00,10,00,24,ns
102567,11,00,00,11,00,100.00,ms
102568,11,00,00,01,00,24,ns
102569,11,00,00,00,00,116.52,us
102570,11,10,00,00,00,13.66,us
102571,11,11,00,00,00,12.23,us
102572,11,01,00,00,00,14.04,us
102573,11,00,00,00,00,57.83,us
102574,11,00,10,00,00,1.14,us
102575,11,00,11,00,00,99.77,ms
102576,01,00,11,00,00,27.74,us
102577,00,00,11,00,00,51.05,ms
102578,00,00,11,00,01,80.89,us
102579,00,00,11,00,11,349.06,ms
102580,00,00,01,00,11,792,ns
102581,00,00,00,00,11,99.82,ms
102582,01,00,00,00,11,35.98,us
102583,11,00,00,00,11,50.99,ms
102584,11,00,00,00,10,84.94,us
102585,11,00,00,00,00,248.84,ms
102586,11,00,00,10,00,24,ns
102587,11,00,00,11,00,100.00,ms
102588,11,00,00,01,00,32,ns
102589,11,00,00,00,00,135.87,us
102590,11,01,00,00,00,23.28,us
102591,11,11,00,00,00,5.98,us
102592,11,10,00,00,00,23.18,us
102593,11,00,00,00,00,32.53,us
102594,11,00,01,00,00,1.73,us
102595,11,00,11,00,00,99.79,ms
102596,10,00,11,00,00,36.73,us
102597,00,00,11,00,00,51.03,ms
102598,00,00,11,00,01,85.62,us
102599,00,00,11,00,11,349.04,ms
102600,00,00,01,00,11,10.12,us
102601,00,00,00,00,11,99.79,ms
102602,10,00,00,00,11,29.18,us
102603,11,00,00,00,11,51.04,ms
102604,11,00,00,00,10,84.60,us
102605,11,00,00,00,00,248.83,ms
102606,11,00,00,10,00,32,ns
102607,11,00,00,11,00,100.00,ms
102608,11,00,00,01,00,40,ns
102609,11,00,00,00,00,132.07,us
102610,11,10,00,00,00,2.73,us
102611,11,11,00,00,00,25.68,us
102612,11,10,00,00,00,2.31,us
102613,11,00,00,00,00,54.69,us
102614,11,00,10,00,00,4.55,us
102615,11,00,11,00,00,99.76,ms
102616,01,00,11,00,00,29.53,us
102617,00,00,11,00,00,51.07,ms
102618,00,00,11,00,01,97.24,us
102619,00,00,11,00,11,349.04,ms
102620,00,00,01,00,11,13.14,us
102621,00,00,00,00,11,99.82,ms
102622,01,00,00,00,11,24.90,us
102623,11,00,00,00,11,51.13,ms
102624,11,00,00,00,10,30.22,us
102625,11,00,00,00,00,248.75,ms
102626,11,00,00,10,00,24,ns
102627,11,00,00,11,00,100.00,ms
102628,11,00,00,01,00,24,ns
102629,11,00,00,00,00,138.62,us
102630,11,01,00,00,00,24.63,us
102631,11,00,00,00,00,12.34,us
102632,11,10,00,00,00,29.01,us
102633,11,00,00,00,00,11.22,us
102634,11,00,10,00,00,6.39,us
102635,11,00,11,00,00,99.80,ms
102636,10,00,11,00,00,27.27,us
102637,00,00,11,00,00,51.17,ms
102638,00,00,11,00,01,24.26,us
102639,00,00,11,00,11,348.97,ms
102640,00,00,01,00,11,12.32,us
102641,00,00,00,00,11,99.79,ms
102642,10,00,00,00,11,29.64,us
102643,11,00,00,00,11,51.17,ms
102644,11,00,00,00,10,34.00,us
102645,11,00,00,00,00,248.74,ms
102646,11,00,00,10,00,24,ns
102647,11,00,00,11,00,100.00,ms
102648,11,00,00,01,00,24,ns
102649,11,00,00,00,00,128.50,us
102650,11,10,00,00,00,2.13,us
102651,11,11,00,00,00,23.30,us
102652,11,10,00,00,00,1.34,us
102653,11,00,00,00,00,57.67,us
102654,11,00,10,00,00,5.22,us
102655,11,00,11,00,00,99.77,ms
102656,01,00,11,00,00,31.20,us
102657,00,00,11,00,00,51.20,ms
102658,00,00,11,00,01,34.58,us
102659,00,00,11,00,11,348.95,ms
102660,00,00,01,00,11,11.38,us
102661,00,00,00,00,11,99.82,ms
102662,01,00,00,00,11,32.35,us
102663,11,00,00,00,11,51.16,ms
102664,11,00,00,00,10,25.59,us
102665,11,00,00,00,00,248.73,ms
102666,11,00,00,10,00,24,ns
102667,11,00,00,11,00,100.00,ms
102668,11,00,00,01,00,24,ns
102669,11,00,00,00,00,126.94,us
102670,11,10,00,00,00,2.76,us
102671,11,11,00,00,00,25.42,us
102672,11,10,00,00,00,57.37,us
102673,11,10,10,00,00,4.90,us
102674,11,10,11,00,00,77.98,us
102675,11,00,11,00,00,99.71,ms
102676,10,00,11,00,00,31.94,us
102677,00,00,11,00,00,51.19,ms
102678,00,00,11,00,01,39.94,us
102679,00,00,11,00,11,348.93,ms
102680,00,00,01,00,11,5.17,us
102681,00,00,00,00,11,99.79,ms
102682,10,00,00,00,11,23.00,us
102683,11,00,00,00,11,51.20,ms
102684,11,00,00,00,10,33.43,us
102685,11,00,00,00,00,248.72,ms
102686,11,00,00,10,00,24,ns
102687,11,00,00,11,00,100.00,ms
102688,11,00,00,01,00,24,ns
102689,11,00,00,00,00,119.05,us
102690,11,10,00,00,00,3.51,us
102691,11,11,00,00,00,21.10,us
102692,11,01,00,00,00,3.58,us
102693,11,00,00,00,00,61.76,us
102694,11,00,10,00,00,6.89,us
102695,11,00,11,00,00,99.77,ms
102696,01,00,11,00,00,23.33,us
102697,00,00,11,00,00,51.25,ms
102698,00,00,11,00,01,20.04,us
102699,00,00,11,00,11,348.93,ms
102700,00,00,10,00,11,648,ns
102701,00,00,00,00,11,99.83,ms
102702,01,00,00,00,11,31.06,us
102703,11,00,00,00,11,51.18,ms
102704,11,00,00,00,10,36.59,us
102705,11,00,00,00,00,248.70,ms
102706,11,00,00,10,00,32,ns
102707,11,00,00,11,00,100.00,ms
102708,11,00,00,01,00,32,ns
102709,11,00,00,00,00,127.49,us
102710,11,01,00,00,00,14.24,us
102711,11,11,00,00,00,10.78,us
102712,11,10,00,00,00,18.42,us
102713,11,00,00,00,00,38.58,us
102714,11,00,10,00,00,5.06,us
102715,11,00,11,00,00,99.80,ms
102716,10,00,11,00,00,30.76,us
102717,00,00,11,00,00,51.22,ms
102718,00,00,11,00,01,31.55,us
102719,00,00,11,00,11,348.91,ms
102720,00,00,01,00,11,3.78,us
102721,00,00,00,00,11,99.80,ms
102722,10,00,00,00,11,35.20,us
102723,11,00,00,00,11,51.23,ms
102724,11,00,00,00,10,35.24,us
102725,11,00,00,00,00,248.68,ms
102726,11,00,00,10,00,32,ns
102727,11,00,00,11,00,100.00,ms
102728,11,00,00,01,00,32,ns
102729,11,00,00,00,00,128.08,us
102730,11,01,00,00,00,26.98,us
102731,11,11,00,00,00,31.07,us
102732,11,01,00,00,00,27.62,us
102733,11,01,10,00,00,4.38,us
102734,11,01,11,00,00,62.92,us
102735,11,00,11,00,00,99.70,ms
102736,01,00,11,00,00,35.70,us
102737,00,00,11,00,00,51.27,ms
102738,00,00,11,00,01,37.34,us
102739,00,00,11,00,11,348.88,ms
102740,00,00,01,00,11,5.74,us
102741,00,00,00,00,11,99.83,ms
102742,01,00,00,00,11,28.82,us
102743,11,00,00,00,11,51.21,ms
102744,11,00,00,00,10,39.09,us
102745,11,00,00,00,00,248.66,ms
102746,11,00,00,10,00,24,ns
102747,11,00,00,11,00,100.00,ms
102748,11,00,00,01,00,24,ns
102749,11,00,00,00,00,122.32,us
102750,11,10,00,00,00,3.34,us
102751,11,11,00,00,00,19.77,us
102752,11,01,00,00,00,4.27,us
102753,11,00,00,00,00,57.26,us
102754,11,00,10,00,00,4.98,us
102755,11,00,11,00,00,99.80,ms
102756,10,00,11,00,00,27.28,us
102757,00,00,11,00,00,51.26,ms
102758,00,00,11,00,01,23.12,us
102759,00,00,11,00,11,348.88,ms
102760,00,00,01,00,11,4.58,us
102761,00,00,00,00,11,99.80,ms
102762,10,00,00,00,11,28.01,us
102763,11,00,00,00,11,51.26,ms
102764,11,00,00,00,10,38.64,us
102765,11,00,00,00,00,248.65,ms
102766,11,00,00,10,00,32,ns
102767,11,00,00,11,00,100.00,ms
102768,11,00,00,01,00,32,ns
102769,11,00,00,00,00,135.36,us
102770,11,01,00,00,00,712,ns
102771,11,11,00,00,00,25.38,us
102772,11,10,00,00,00,1.68,us
102773,11,00,00,00,00,47.82,us
102774,11,00,10,00,00,752,ns
102775,11,00,11,00,00,99.77,ms
102776,01,00,11,00,00,29.03,us
102777,00,00,11,00,00,51.30,ms
102778,00,00,11,00,01,32.80,us
102779,00,00,11,00,11,348.86,ms
102780,00,00,01,00,11,6.30,us
102781,00,00,00,00,11,99.83,ms
102782,01,00,00,00,11,36.31,us
102783,11,00,00,00,11,51.24,ms
102784,11,00,00,00,10,29.49,us
102785,11,00,00,00,00,248.64,ms
102786,11,00,00,10,00,24,ns
102787,11,00,00,11,00,100.00,ms
102788,11,00,00,01,00,24,ns
102789,11,00,00,00,00,140.55,us
102790,11,01,00,00,00,6.05,us
102791,11,11,00,00,00,23.98,us
102792,11,10,00,00,00,7.81,us
102793,11,00,00,00,00,34.11,us
102794,11,00,10,00,00,3.07,us
102795,11,00,11,00,00,99.80,ms
102796,10,00,11,00,00,36.00,us
102797,00,00,11,00,00,51.28,ms
102798,00,00,11,00,01,35.90,us
102799,00,00,11,00,11,348.84,ms
102800,00,00,01,00,11,1.14,us
102801,00,00,00,00,11,99.80,ms
102802,10,00,00,00,11,29.95,us
102803,11,00,00,00,11,51.30,ms
102804,11,00,00,00,10,33.93,us
102805,11,00,00,00,00,248.62,ms
102806,11,00,00,10,00,32,ns
102807,11,00,00,11,00,100.00,ms
102808,11,00,00,01,00,40,ns
102809,11,00,00,00,00,123.20,us
102810,11,10,00,00,00,4.55,us
102811,11,11,00,00,00,19.87,us
102812,11,01,00,00,00,4.97,us
102813,11,00,00,00,00,56.17,us
102814,11,00,10,00,00,4.19,us
102815,11,00,11,00,00,99.77,ms
102816,01,00,11,00,00,30.46,us
102817,00,00,11,00,00,51.33,ms
102818,00,00,11,00,01,27.54,us
102819,00,00,11,00,11,348.83,ms
102820,00,00,01,00,11,3.87,us
102821,00,00,00,00,11,99.83,ms
102822,01,00,00,00,11,23.11,us
102823,11,00,00,00,11,51.25,ms
102824,11,00,00,00,01,18.98,us
102825,11,00,00,00,00,248.65,ms
102826,11,00,00,10,00,24,ns
102827,11,00,00,11,00,100.00,ms
102828,11,00,00,01,00,24,ns
102829,11,00,00,00,00,128.60,us
102830,11,01,00,00,00,6.88,us
102831,11,11,00,00,00,18.79,us
102832,11,10,00,00,00,5.64,us
102833,11,00,00,00,00,47.61,us
102834,11,00,10,00,00,7.87,us
102835,11,00,11,00,00,99.80,ms
102836,10,00,11,00,00,21.58,us
102837,00,00,11,00,00,51.28,ms
102838,00,00,11,00,10,26.09,us
102839,00,00,11,00,11,348.85,ms
102840,00,00,01,00,11,8.21,us
102841,00,00,00,00,11,99.80,ms
102842,10,00,00,00,11,33.75,us
102843,11,00,00,00,11,51.28,ms
102844,11,00,00,00,01,28.07,us
102845,11,00,00,00,00,248.63,ms
102846,11,00,00,10,00,32,ns
102847,11,00,00,11,00,100.00,ms
102848,11,00,00,01,00,32,ns
102849,11,00,00,00,00,141.18,us
102850,11,01,00,00,00,14.06,us
102851,11,11,00,00,00,16.22,us
102852,11,10,00,00,00,14.56,us
102853,11,00,00,00,00,26.02,us
102854,11,00,10,00,00,2.95,us
102855,11,00,11,00,00,99.77,ms
102856,01,00,11,00,00,592,ns
102857,00,00,11,00,00,51.36,ms
102858,00,00,11,00,10,18.73,us
102859,00,00,11,00,11,348.83,ms
102860,00,00,01,00,11,5.92,us
102861,00,00,00,00,11,99.86,ms
102862,01,00,00,00,11,2.61,us
102863,11,00,00,00,11,51.27,ms
102864,11,00,00,00,01,26.33,us
102865,11,00,00,00,00,248.62,ms
102866,11,00,00,10,00,24,ns
102867,11,00,00,11,00,100.00,ms
102868,11,00,00,01,00,24,ns
102869,11,00,00,00,00,122.38,us
102870,11,01,00,00,00,7.08,us
102871,11,11,00,00,00,19.05,us
102872,11,10,00,00,00,57.81,us
102873,11,10,10,00,00,6.18,us
102874,11,10,11,00,00,84.98,us
102875,11,00,11,00,00,99.75,ms
102876,01,00,11,00,00,2.53,us
102877,00,00,11,00,00,51.32,ms
102878,00,00,11,00,10,26.05,us
102879,00,00,11,00,11,348.82,ms
102880,00,00,10,00,11,640,ns
102881,00,00,00,00,11,99.79,ms
102882,01,00,00,00,11,8.04,us
102883,11,00,00,00,11,51.35,ms
102884,11,00,00,00,01,23.63,us
102885,11,00,00,00,00,248.61,ms
102886,11,00,00,10,00,32,ns
102887,11,00,00,11,00,100.00,ms
102888,11,00,00,01,00,32,ns
102889,11,00,00,00,00,131.94,us
102890,11,10,00,00,00,12.28,us
102891,11,11,00,00,00,12.93,us
102892,11,01,00,00,00,14.28,us
102893,11,00,00,00,00,40.82,us
102894,11,00,01,00,00,2.94,us
102895,11,00,11,00,00,99.77,ms
102896,01,00,11,00,00,3.26,us
102897,00,00,11,00,00,51.38,ms
102898,00,00,11,00,10,24.82,us
102899,00,00,11,00,11,348.81,ms
102900,00,00,01,00,11,3.19,us
102901,00,00,00,00,11,99.86,ms
102902,10,00,00,00,11,3.59,us
102903,11,00,00,00,11,51.29,ms
102904,11,00,00,00,01,28.73,us
102905,11,00,00,00,00,248.59,ms
102906,11,00,00,10,00,24,ns
102907,11,00,00,11,00,100.00,ms
102908,11,00,00,01,00,24,ns
102909,11,00,00,00,00,132.17,us
102910,11,01,00,00,00,22.94,us
102911,11,11,00,00,00,4.42,us
102912,11,10,00,00,00,26.83,us
102913,11,00,00,00,00,28.33,us
102914,11,00,10,00,00,32,ns
102915,11,00,11,00,00,99.83,ms
102916,01,00,11,00,00,1.55,us
102917,00,00,11,00,00,51.33,ms
102918,00,00,11,00,10,26.08,us
102919,00,00,11,00,11,348.80,ms
102920,00,00,01,00,11,3.27,us
102921,00,00,00,00,11,99.80,ms
102922,10,00,00,00,11,1.82,us
102923,11,00,00,00,11,51.36,ms
102924,11,00,00,00,01,29.85,us
102925,11,00,00,00,00,248.58,ms
102926,11,00,00,10,00,32,ns
102927,11,00,00,11,00,100.00,ms
102928,11,00,00,01,00,32,ns
102929,11,00,00,00,00,124.23,us
102930,11,01,00,00,00,736,ns
102931,11,11,00,00,00,24.73,us
102932,11,01,00,00,00,58.29,us
102933,11,01,01,00,00,6.70,us
102934,11,01,11,00,00,63.84,us
102935,11,00,11,00,00,99.70,ms
102936,01,00,11,00,00,4.42,us
102937,00,00,11,00,00,51.39,ms
102938,00,00,11,00,10,44.94,us
102939,00,00,11,00,11,348.78,ms
102940,00,00,10,00,11,40,ns
102941,00,00,00,00,11,99.86,ms
102942,10,00,00,00,11,4.70,us
102943,11,00,00,00,11,51.32,ms
102944,11,00,00,00,01,23.56,us
102945,11,00,00,00,00,248.57,ms
102946,11,00,00,10,00,32,ns
102947,11,00,00,11,00,100.00,ms
102948,11,00,00,01,00,32,ns
102949,11,00,00,00,00,125.77,us
102950,11,10,00,00,00,3.21,us
102951,11,11,00,00,00,20.74,us
102952,11,01,00,00,00,4.82,us
102953,11,00,00,00,00,55.34,us
102954,11,00,01,00,00,4.50,us
102955,11,00,11,00,00,99.83,ms
102956,01,00,11,00,00,5.01,us
102957,00,00,11,00,00,51.35,ms
102958,00,00,11,00,10,31.90,us
102959,00,00,11,00,11,348.77,ms
102960,00,00,10,00,11,656,ns
102961,00,00,00,00,11,99.80,ms
102962,01,00,00,00,11,5.56,us
102963,11,00,00,00,11,51.39,ms
102964,11,00,00,00,01,35.76,us
102965,11,00,00,00,00,248.55,ms
102966,11,00,00,10,00,32,ns
102967,11,00,00,11,00,100.00,ms
102968,11,00,00,01,00,32,ns
102969,11,00,00,00,00,133.68,us
102970,11,01,00,00,00,27.05,us
102971,11,00,00,00,00,320,ns
102972,11,10,00,00,00,32.05,us
102973,11,00,00,00,00,19.06,us
102974,11,00,01,00,00,1.38,us
102975,11,00,11,00,00,99.77,ms
102976,01,00,11,00,00,5.75,us
102977,00,00,11,00,00,51.43,ms
102978,00,00,11,00,10,32.40,us
102979,00,00,11,00,11,348.75,ms
102980,00,00,10,00,11,2.90,us
102981,00,00,00,00,11,99.86,ms
102982,10,00,00,00,11,6.07,us
102983,11,00,00,00,11,51.34,ms
102984,11,00,00,00,01,38.32,us
102985,11,00,00,00,00,248.54,ms
102986,11,00,00,10,00,32,ns
102987,11,00,00,11,00,100.00,ms
102988,11,00,00,01,00,32,ns
102989,11,00,00,00,00,122.89,us
102990,11,01,00,00,00,7.91,us
102991,11,11,00,00,00,17.45,us
102992,11,10,00,00,00,9.61,us
102993,11,00,00,00,00,50.38,us
102994,11,00,01,00,00,3.50,us
102995,11,00,11,00,00,99.83,ms
102996,01,00,11,00,00,4.03,us
102997,00,00,11,00,00,51.37,ms
102998,00,00,11,00,10,51.03,us
102999,00,00,11,00,11,348.74,ms
103000,00,00,10,00,11,3.78,us
103001,00,00,00,00,11,99.79,ms
103002,01,00,00,00,11,6.63,us
103003,11,00,00,00,11,51.42,ms
103004,11,00,00,00,01,35.66,us
103005,11,00,00,00,00,248.52,ms
103006,11,00,00,10,00,32,ns
103007,11,00,00,11,00,100.00,ms
103008,11,00,00,01,00,32,ns
103009,11,00,00,00,00,128.20,us
103010,11,01,00,00,00,3.54,us
103011,11,11,00,00,00,23.50,us
103012,11,10,00,00,00,2.29,us
103013,11,00,00,00,00,53.74,us
103014,11,00,01,00,00,280,ns
103015,11,00,11,00,00,99.77,ms
103016,10,00,11,00,00,4.03,us
103017,00,00,11,00,00,51.45,ms
103018,00,00,11,00,10,40.59,us
103019,00,00,11,00,11,348.72,ms
103020,00,00,10,00,11,2.27,us
103021,00,00,00,00,11,99.86,ms
103022,10,00,00,00,11,7.18,us
103023,11,00,00,00,11,51.33,ms
103024,11,00,00,00,10,25.30,us
103025,11,00,00,00,00,248.56,ms
103026,11,00,00,10,00,32,ns
103027,11,00,00,11,00,100.00,ms
103028,11,00,00,01,00,32,ns
103029,11,00,00,00,00,131.42,us
103030,11,01,00,00,00,24.21,us
103031,11,00,00,00,00,3.41,us
103032,11,10,00,00,00,32.00,us
103033,11,00,00,00,00,21.93,us
103034,11,00,01,00,00,4.07,us
103035,11,00,11,00,00,99.82,ms
103036,01,00,11,00,00,7.50,us
103037,00,00,11,00,00,51.36,ms
103038,00,00,11,00,01,26.86,us
103039,00,00,11,00,11,348.76,ms
103040,00,00,01,00,11,1.82,us
103041,00,00,00,00,11,99.80,ms
103042,01,00,00,00,11,3.07,us
103043,11,00,00,00,11,51.40,ms
103044,11,00,00,00,10,23.74,us
103045,11,00,00,00,00,248.55,ms
103046,11,00,00,10,00,24,ns
103047,11,00,00,11,00,100.00,ms
103048,11,00,00,01,00,24,ns
103049,11,00,00,00,00,124.48,us
103050,11,10,00,00,00,6.15,us
103051,11,11,00,00,00,17.14,us
103052,11,01,00,00,00,9.31,us
103053,11,00,00,00,00,51.00,us
103054,11,00,01,00,00,5.57,us
103055,11,00,11,00,00,99.76,ms
103056,10,00,11,00,00,2.70,us
103057,00,00,11,00,00,51.45,ms
103058,00,00,11,00,01,12.13,us
103059,00,00,11,00,11,348.76,ms
103060,00,00,10,00,11,8.55,us
103061,00,00,00,00,11,99.85,ms
103062,01,00,00,00,11,2.38,us
103063,11,00,00,00,11,51.35,ms
103064,11,00,00,00,10,27.85,us
103065,11,00,00,00,00,248.54,ms
103066,11,00,00,10,00,32,ns
103067,11,00,00,11,00,100.00,ms
103068,11,00,00,01,00,32,ns
103069,11,00,00,00,00,128.04,us
103070,11,01,00,00,00,2.71,us
103071,11,11,00,00,00,22.88,us
103072,11,10,00,00,00,57.86,us
103073,11,10,01,00,00,2.68,us
103074,11,10,11,00,00,74.93,us
103075,11,00,11,00,00,99.76,ms
103076,01,00,11,00,00,4.37,us
103077,00,00,11,00,00,51.37,ms
103078,00,00,11,00,01,33.63,us
103079,00,00,11,00,11,348.74,ms
103080,00,00,10,00,11,4.80,us
103081,00,00,00,00,11,99.80,ms
103082,10,00,00,00,11,4.66,us
103083,11,00,00,00,11,51.42,ms
103084,11,00,00,00,10,26.10,us
103085,11,00,00,00,00,248.53,ms
103086,11,00,00,10,00,32,ns
103087,11,00,00,11,00,100.00,ms
103088,11,00,00,01,00,32,ns
103089,11,00,00,00,00,138.37,us
103090,11,01,00,00,00,15.84,us
103091,11,11,00,00,00,11.54,us
103092,11,10,00,00,00,20.39,us
103093,11,00,00,00,00,22.78,us
103094,11,00,01,00,00,5.33,us
103095,11,00,11,00,00,99.76,ms
103096,01,00,11,00,00,5.18,us
103097,00,00,11,00,00,51.46,ms
103098,00,00,11,00,01,31.95,us
103099,00,00,11,00,11,348.73,ms
103100,00,00,10,00,11,2.42,us
103101,00,00,00,00,11,99.86,ms
103102,10,00,00,00,11,5.69,us
103103,11,00,00,00,11,51.37,ms
103104,11,00,00,00,10,26.55,us
103105,11,00,00,00,00,248.52,ms
103106,11,00,00,10,00,40,ns
103107,11,00,00,11,00,100.00,ms
103108,11,00,00,01,00,40,ns
103109,11,00,00,00,00,122.75,us
103110,11,01,00,00,00,1.91,us
103111,11,11,00,00,00,23.98,us
103112,11,10,00,00,00,976,ns
103113,11,00,00,00,00,57.13,us
103114,11,00,01,00,00,7.65,us
103115,11,00,11,00,00,99.83,ms
103116,01,00,11,00,00,6.74,us
103117,00,00,11,00,00,51.41,ms
103118,00,00,11,00,01,11.09,us
103119,00,00,11,00,11,348.73,ms
103120,00,00,10,00,11,3.36,us
103121,00,00,00,00,11,99.80,ms
103122,01,00,00,00,11,3.90,us
103123,11,00,00,00,11,51.44,ms
103124,11,00,00,00,10,34.21,us
103125,11,00,00,00,00,248.50,ms
103126,11,00,00,10,00,40,ns
103127,11,00,00,11,00,100.00,ms
103128,11,00,00,01,00,40,ns
103129,11,00,00,00,00,125.42,us
103130,11,01,00,00,00,3.73,us
103131,11,11,00,00,00,25.34,us
103132,11,01,00,00,00,54.99,us
103133,11,01,01,00,00,3.80,us
103134,11,01,11,00,00,68.58,us
103135,11,00,11,00,00,99.70,ms
103136,10,00,11,00,00,3.58,us
103137,00,00,11,00,00,51.48,ms
103138,00,00,11,00,01,28.34,us
103139,00,00,11,00,11,348.71,ms
103140,00,00,10,00,11,2.02,us
103141,00,00,00,00,11,99.86,ms
103142,01,00,00,00,11,3.27,us
103143,11,00,00,00,11,51.39,ms
103144,11,00,00,00,10,25.04,us
103145,11,00,00,00,00,248.50,ms
103146,11,00,00,10,00,48,ns
103147,11,00,00,11,00,100.00,ms
103148,11,00,00,01,00,48,ns
103149,11,00,00,00,00,129.98,us
103150,11,01,00,00,00,21.96,us
103151,11,11,00,00,00,3.91,us
103152,11,10,00,00,00,29.02,us
103153,11,00,00,00,00,29.38,us
103154,11,00,01,00,00,584,ns
103155,11,00,11,00,00,99.83,ms
103156,10,00,11,00,00,2.97,us
103157,00,00,11,00,00,51.43,ms
103158,00,00,11,00,01,35.31,us
103159,00,00,11,00,11,348.69,ms
103160,00,00,10,00,11,496,ns
103161,00,00,00,00,11,99.80,ms
103162,01,00,00,00,11,2.66,us
103163,11,00,00,00,11,51.47,ms
103164,11,00,00,00,10,32.11,us
103165,11,00,00,00,00,248.48,ms
103166,11,00,00,10,00,40,ns
103167,11,00,00,11,00,100.00,ms
103168,11,00,00,01,00,40,ns
103169,11,00,00,00,00,123.59,us
103170,11,01,00,00,00,2.31,us
103171,11,11,00,00,00,23.04,us
103172,11,10,00,00,00,2.56,us
103173,11,00,00,00,00,58.18,us
103174,11,00,01,00,00,2.70,us
103175,11,00,11,00,00,99.77,ms
103176,01,00,11,00,00,8.61,us
103177,00,00,11,00,00,51.50,ms
103178,00,00,11,00,01,23.14,us
103179,00,00,11,00,11,348.69,ms
103180,00,00,10,00,11,4.06,us
103181,00,00,00,00,11,99.85,ms
103182,10,00,00,00,11,8.91,us
103183,11,00,00,00,11,51.41,ms
103184,11,00,00,00,10,36.66,us
103185,11,00,00,00,00,248.46,ms
103186,11,00,00,10,00,48,ns
103187,11,00,00,11,00,100.00,ms
103188,11,00,00,01,00,48,ns
103189,11,00,00,00,00,125.67,us
103190,11,01,00,00,00,7.76,us
103191,11,11,00,00,00,17.62,us
103192,11,10,00,00,00,10.11,us
103193,11,00,00,00,00,49.74,us
103194,11,00,01,00,00,2.13,us
103195,11,00,11,00,00,99.83,ms
103196,01,00,11,00,00,9.22,us
103197,00,00,11,00,00,51.44,ms
103198,00,00,11,00,01,37.27,us
103199,00,00,11,00,11,348.67,ms
103200,00,00,01,00,11,3.26,us
103201,00,00,00,00,11,99.80,ms
103202,01,00,00,00,11,1.41,us
103203,11,00,00,00,11,51.48,ms
103204,11,00,00,00,10,35.17,us
103205,11,00,00,00,00,248.46,ms
103206,11,00,00,10,00,56,ns
103207,11,00,00,11,00,100.00,ms
103208,11,00,00,01,00,48,ns
103209,11,00,00,00,00,133.89,us
103210,11,01,00,00,00,21.38,us
103211,11,11,00,00,00,6.39,us
103212,11,10,00,00,00,26.83,us
103213,11,00,00,00,00,24.28,us
103214,11,00,01,00,00,2.38,us
103215,11,00,11,00,00,99.77,ms
103216,10,00,11,00,00,1.10,us
103217,00,00,11,00,00,51.52,ms
103218,00,00,11,00,01,39.68,us
103219,00,00,11,00,11,348.65,ms
103220,00,00,01,00,11,3.03,us
103221,00,00,00,00,11,99.87,ms
103222,01,00,00,00,11,792,ns
103223,11,00,00,00,11,51.50,ms
103224,11,00,00,00,10,13.16,us
103225,11,00,00,00,00,248.40,ms
103226,11,00,00,10,00,40,ns
103227,11,00,00,11,00,100.00,ms
103228,11,00,00,01,00,40,ns
103229,11,00,00,00,00,128.25,us
103230,11,01,00,00,00,4.78,us
103231,11,11,00,00,00,19.70,us
103232,11,10,00,00,00,6.54,us
103233,11,00,00,00,00,55.27,us
103234,11,00,01,00,00,2.33,us
103235,11,00,11,00,00,99.83,ms
103236,10,00,11,00,00,480,ns
103237,00,00,11,00,00,51.54,ms
103238,00,00,11,00,01,2.73,us
103239,00,00,11,00,11,348.62,ms
103240,00,00,10,00,11,24,ns
103241,00,00,00,00,11,99.79,ms
103242,01,00,00,00,11,168,ns
103243,11,00,00,00,11,51.58,ms
103244,11,00,00,00,10,16.82,us
103245,11,00,00,00,00,248.39,ms
103246,11,00,00,10,00,48,ns
103247,11,00,00,11,00,100.00,ms
103248,11,00,00,01,00,48,ns
103249,11,00,00,00,00,129.26,us
103250,11,10,00,00,00,3.62,us
103251,11,11,00,00,00,20.14,us
103252,11,01,00,00,00,6.54,us
103253,11,00,00,00,00,52.46,us
103254,11,00,01,00,00,656,ns
